corp_code,corp_name,corp_eng_name,induty_code,modify_date,recent_audit_rcept_dt,recent_audit_report,recent_audit_rcept_no,revenue_raw
00136572,신양금속공업,"SHINYANG METAL IND. CO.,LTD",24222,20230215,20260402,연결감사보고서 (2025.12),20260402001970,218104553881.0
01667185,로바메탈스코리아,ROBA METALS KOREA LTD,46105,20220602,20240412,감사보고서 (2023.12),20240412003426,155728081896.0
00249645,계양정밀,"KEY YANG PRECISION CO., LTD.",30,20230222,20260330,감사보고서 (2025.12),20260330001232,154073540018.0
01477157,메탈다인코리아,"Metaldyne Korea Ltd.,",30310,20260306,20260409,감사보고서 (2025.12),20260409001514,153057179930.0
01586358,우즈오토코리아,Uzauto Korea,46109,20260206,20260409,감사보고서 (2025.12),20260409000493,129827510812.0
00875185,커민스필터,Cummins Filtration Co.Ltd,30,20230222,20260402,감사보고서 (2025.12),20260402002245,87475501642.0
00484831,동산공업,DongSan Inc.,30,20230215,20260420,[기재정정]연결감사보고서 (2025.12),20260420000420,83165702249.0
01582316,일신캐스팅,"IL SHIN Casting Co., Ltd.",303,20220228,20260413,감사보고서 (2025.12),20260413000826,59207906972.0
00928201,한국캐스팅,HAN KOOK CASTING CORP.,24321,20240226,20260401,감사보고서 (2025.12),20260401001546,53967587759.0
01780653,그린메탈,"GreenMetal Co.,Ltd.",46791,20230811,20240402,감사보고서 (2023.12),20240402002267,52095234010.0
00462440,동일기계공업,"DONG IL MACHINERY CO., LTD.",30391,20220228,20260410,감사보고서 (2025.12),20260410000844,46468820345.0
00446868,타타대우모빌리티,"Tata Daewoo Mobility Co., Ltd.",30123,20250508,20250611,연결감사보고서 (2025.03),20250611000172,45666715177.0
01594940,디지공업,"DG Industrial Co.,Ltd.",24290,20211231,20240412,감사보고서 (2023.12),20240412001077,44242701978.0
01701425,코아오토모티브,KOA AUTOMOTIV,30332,20230228,20260403,감사보고서 (2025.12),20260403002857,42506456803.0
00921970,에이취알메탈,hrmetal,46800,20230215,20260312,감사보고서 (2025.12),20260312000179,38218671446.0
00872489,의신정밀,Uey shin Precision.co,25913,20240227,20260402,감사보고서 (2025.12),20260402003697,38118064964.0
01460412,케이시시정공,"KCC Co., Ltd.",29120,20230209,20260410,감사보고서 (2025.12),20260410003432,35756197049.0
01101768,대진정밀,"DAE JIN PRECISION INDUSTRIAL CO.,LTD.",30,20220225,20260511,감사보고서 (2025.12),20260511000028,30898301158.0
01920729,유림공업,"YURIM INDUSTRIAL CO.,LTD",29111,20250513,20260408,감사보고서 (2025.12),20260408002387,30589178129.0
00252621,한국메탈,"HANKUK. METAL. CO., LTD.",30,20220225,20260422,연결감사보고서 (2025.12),20260422000212,29749862849.0
00918763,현대철강,-,24199,20221024,20260408,감사보고서 (2025.12),20260408000161,29234908157.0
00236641,태창공업,TAE CHANG INDUSTRIAL CO.LTD,30,20230215,20260406,감사보고서 (2025.12),20260406001647,28894484686.0
01298833,한진하이메탈,HANJINHIGHMETAL,46721,20230217,20260409,감사보고서 (2025.12),20260409000934,28091979775.0
00481144,금오중공업,"KUMOH HEAVY INDUSTRIES CO., LTD",25111,20230208,20260406,감사보고서 (2025.12),20260406001604,26136178965.0
00589048,대한메탈,Dae Han Metal,46721,20220829,20260105,감사보고서 (2025.06),20260105000245,26069199601.0
01148769,산청기공,"Sanchung Machinery industrial Co.,Ltd.",2511,20250516,20260401,감사보고서 (2025.12),20260401003633,24850245041.0
00628514,신진정밀,SINJIN PRECISION CO. LTD,29120,20260309,20260414,감사보고서 (2025.12),20260414000156,23979082959.0
00184913,이화기계공업,"EHWHA MACHINERY MFG.CO., LTD",29269,20220218,20260401,감사보고서 (2025.12),20260401001683,23330676804.0
01486553,기산정공,"KISAN ENGINEERING CO.,LTD",25941,20200629,20260406,감사보고서 (2025.12),20260406000639,23024138487.0
01836518,두진정공,DOOJIN PRECISION CO.LED,29163,20240430,20260410,감사보고서 (2025.12),20260410001564,22953660090.0
00832454,성신파츠,SSPARTS. CO. LTD,30,20220225,20240402,감사보고서 (2023.12),20240402003136,22520310401.0
01041624,성덕중공업,SUNGDUK HEAVY INDUSTRIES,2413,20230210,20260409,감사보고서 (2025.12),20260409000185,20823004682.0
01660678,세화자동차,SEHWA MOTORS,30201,20230223,20260403,감사보고서 (2025.12),20260403000356,19656185076.0
01769641,황성공업,"HWANG SUNG IND. CO., LTD.",30320,20250811,20250408,감사보고서 (2024.12),20250408003017,18545867245.0
01927607,오토글로벌,"AUTO GLOBAL CO. ,LTD",30201,20250512,20260409,감사보고서 (2025.12),20260409001621,18051162986.0
00661795,유진기공,"Yujin Machinery Co., Ltd.",29174,20240628,20260410,감사보고서 (2025.12),20260410002883,16794118479.0
01663815,다이나믹오토,Dynamic Auto,30399,20220512,20260414,감사보고서 (2025.12),20260414000485,16601889275.0
01090587,금강창호기공,KEUMGANGCHANGHOGIGONG.CO.LTD,25111,20230131,20260406,감사보고서 (2025.12),20260406001079,15209978622.0
01738599,제이에프컨트롤,"JFCONTROL CO.,LTD",28121,20230502,20260409,감사보고서 (2025.12),20260409000200,14381810360.0
01864122,현대연마,HYUNDAE YEONMA,46109,20240828,20250618,[기재정정]감사보고서 (2024.12),20250618000199,13280350386.0
01359347,다올정밀,"DAALL.Co.,Ltd.",29293,20240628,20260401,감사보고서 (2025.12),20260401000322,13182236559.0
01839816,백산정밀판금,Baeksan Precision Sheet Metal,28122,20240508,20260407,감사보고서 (2025.12),20260407000872,12799642508.0
00657792,태영메탈,TaeYoung Metal Co.,2811,20240227,20260514,감사보고서 (2025.12),20260514000416,12105112926.0
00451259,금강와이어메쉬산업,KUMKANG WIREMESH INDUSTRIAL.CO.LTD,24123,20220228,20260414,감사보고서 (2025.12),20260414002529,10529790809.0
01137550,동우특장차,"DONGWOO MOTOR CO.,LTD",29161,20220428,20250411,감사보고서 (2024.12),20250411002877,9812609580.0
00809720,세일정밀,"Seil precision co, ltd",2591,20230223,20260407,감사보고서 (2025.12),20260407002016,7365445843.0
01952472,거진정공,"Geojin Precision Co., Ltd.",25913,20250910,20260410,감사보고서 (2025.12),20260410002379,5178028478.0
00367969,비엠씨,"Best Mobility Core Technology CO.,LTD",28111,20250409,20260511,[기재정정]연결감사보고서 (2025.12),20260511000147,3549657057.0
00146588,일진금속공업,IL JIN metal. Inc,25912,20230214,20260406,감사보고서 (2025.12),20260406000930,2499917852.0
00918143,대성정공,"DAESEONG PRECISION CO., LTD.",30320,20250514,20260504,연결감사보고서 (2025.12),20260504000016,165455011.0
00284240,한국브룩스오토메이션,"BROOKS AUTOMATION KOREA, INC.",46595,20230221,20260403,감사보고서 (2025.12),20260403001935,114255867.0
00210360,신성전자정밀,Shin Sung Electronic Precision  co. ltd,25924,20220228,20260331,연결감사보고서 (2025.12),20260331001775,85069717.0
00968102,카네비모빌리티,CARNAVICOM,27211,20230324,20260403,연결감사보고서 (2025.12),20260403000347,68565097.0
00473862,화영오토텍,"HWAYOUNG AUTOTEC,LTD.",30,20230302,20260410,감사보고서 (2025.12),20260410001521,61839376.0
01510595,에이치디현대크랭크샤프트,"HD-Hyundai Crankshaft co., Ltd.",31114,20240906,20260327,감사보고서 (2025.12),20260327000956,47801927.0
01664878,엘에스이모빌리티솔루션,"LS e-Mobility Solutions Co., Ltd.",28121,20230223,20260407,감사보고서 (2025.12),20260407000633,37867399.0
01824124,제이디오토모티브,JD Automotive Corp,30392,20240514,20260430,연결감사보고서 (2025.12),20260430001837,30880014.0
00304748,기화정밀,"KiHWA PRECISION CO.,LTD",2629,20230213,20260429,연결감사보고서 (2025.12),20260429000137,27711856.0
00353115,한국에바라정밀기계,EBARA PRECISION MACHINERY KOREA INC.,29132,20250219,20260430,연결감사보고서 (2025.12),20260430000944,12267226.0
00482277,신라공업,"SHILLA INDUSTRIAL CO.,LTD.",30,20230223,20260331,감사보고서 (2025.12),20260331002964,10890630.0
00453150,원당중공업,"WONDANG Heavy Industries co.,Ltd",31114,20240228,20260429,연결감사보고서 (2025.12),20260429001091,7452026.0
01535840,에이치디현대사이트솔루션,"HD Hyundai XiteSolution.,Ltd.",29,20230413,20260330,연결감사보고서 (2025.12),20260330000171,6775978.0
01755198,대양전장,"DAEYANG ELECTRIC SUPPLY CO., LTD.",46539,20230509,20260406,감사보고서 (2025.12),20260406004468,4295911.0
00784184,동원파츠,dongwon parts,29271,20260227,20260409,감사보고서 (2025.12),20260409001130,2805656.0
00684495,르네사스일렉트로닉스한국,"Renesas Electronics Korea Co.,Ltd",4659,20230220,20260407,감사보고서 (2025.12),20260407001966,1752122.0
00660370,모베이스오토테크,"MOBASE AUTO TECH CO.,LTD",30,20240405,20260401,감사보고서 (2025.12),20260401002939,223233.0
01621749,케이피엑스헌츠만폴리우레탄오토모티브,"KPX HUNTSMAN POLYURETHANES AUTOMOTIVE Co., Ltd.",46739,20230217,20260401,감사보고서 (2025.12),20260401004768,132223.0
01247778,엘에스오토모티브테크놀로지스,"LS Automotive Technologies Co., Ltd.",3039,20250826,20260325,연결감사보고서 (2025.12),20260325001330,62333.0
01616109,쎄보모빌리티,CEVO Mobility Corp.,30121,20230207,20240329,감사보고서 (2023.12),20240329002632,46891.0
00185912,엘티정밀,"LT PRECISION CO., LTD",25913,20250226,20260327,감사보고서 (2025.12),20260327000486,42129.0
01879373,엠에스오토시스,"MSAUTOSYS.CO.,LTD",30201,20241121,20260408,감사보고서 (2025.12),20260408001715,32331.0
00140371,연합정밀,"YEONHAB PRECISION CO., LTD.",28123,20220228,20260325,감사보고서 (2025.12),20260325000774,4197.0
00477105,앱스,"Autronic Auto Parking Systems CO., LTD",29162,20230410,20260406,감사보고서 (2025.12),20260406002965,2637.0
00370103,경원기계공업,"kyungwon machinery co.,ltd.",29120,20240223,20260406,감사보고서 (2025.12),20260406004360,2431.0
01282300,디앤에이모터스,"DNA Motors Co., Ltd.",31921,20260330,20260409,연결감사보고서 (2025.12),20260409002461,2329.0
01324271,아사아블로이코리아삼화정밀,"Assaabloy Korea Samhwa Precision Co., Ltd",25932,20221108,20260408,감사보고서 (2025.12),20260408003038,2130.0
01767096,세일전장,SEIL ELECTRIC DRIVES CORPORATION,30332,20230629,20260327,감사보고서 (2025.12),20260327000633,2122.0
01434116,광주글로벌모터스,"Gwangju Global Motors Co.,Ltd",30,20240402,20260331,감사보고서 (2025.12),20260331004441,1927.0
00807403,오리엔탈정밀기계,"ORIENTAL PRECISION MACHINERY CO., LTD ",31114,20230222,20260326,감사보고서 (2025.12),20260326000097,528.0
01356465,포레시아코리아시트,"FAS Yeongcheon Co.,Ltd.",30393,20260414,20260413,감사보고서 (2025.12),20260413001357,524.0
00604435,갤럭시아일렉트로닉스,"GALAXIA ELECTRONICS CO.,LTD.",28429,20230208,20260331,연결감사보고서 (2025.12),20260331003968,519.0
01384820,모티바코리아,MOTIVA KOREA LTD.,46592,20260220,20260403,연결감사보고서 (2025.12),20260403003862,23.0
00631952,에이치디현대엔진,HD Hyundai Engine Company Ltd.,29111,20260107,20260330,감사보고서 (2025.12),20260330000966,20.0
00441410,세진메탈,"SEJIN METAL CO.,LTD",24212,20230222,20260402,감사보고서 (2025.12),20260402001164,1.0
00420143,브룩스피알아이오토메이션잉크,"BROOKS-PRI Automation, Inc.",2612,20170630,,,,
00343163,한라스페코중공업,Halla-Speco Heavy Industries Ltd.,291,20170630,,,,
00113119,대한알루미늄공업,Aluminium of Korea Limited,24222,20170630,,,,
00386724,세창철강공업, ,24123,20170630,,,,
00455547,대양중공업,"daeyang heavy industrial co.,ltd",3020,20170630,,,,
00300928,삼영기공,samyoung,29172,20170630,,,,
00360197,태광정밀공업, ,31114,20170630,,,,
00224707,대흥정공,DAIHUNGPRECISIOM INDUSTRY.CO.LTD,29133,20170630,,,,
00152419,대농중공업, ,29241,20170630,,,,
00451213,한신공업, ,30,20170630,,,,
00202404,송원자동차조명,"SONGWON AUTOLAMPS CO., LTD.",30,20170630,,,,
00437383,국제전자정밀,"kukje Electronic Precision co.,Ltd",26410,20170630,,,,
00301060,서림개스실린더, ,32091,20170630,,,,
00301219,현대케이블,"Hyundae Cable Co.,Ltd.",28302,20170630,,,,
00246426,동우기공,Dong Woo Mechanical Co. LTD,2511,20170630,,,,
00386478,동서중공업,"Dongseo Heavy Industries Co., Ltd.",2511,20170630,,,,
00342720,피알아이오토메이션잉크,"PRI Automation, Inc. ",263,20170630,,,,
00220774,한보금속공업,"HAN BO METAL CO., LTD.",30,20170630,,,,
00182401,수산정밀,"Soosan Percision Co.,Ltd.",29269,20170630,,,,
00207047,신일스킨스공업,SHIINILSK,25923,20170630,,,,
00149682,중앙공업,"JUNGANG INDUSTRIAL CO.,LTD.",29210,20170630,,,,
00232168,적고정밀,"JC TECHNOLOGY CO., LTD.",30,20170630,,,,
00311225,포드모터컴퍼니,Ford Motor Company,30121,20170630,,,,
00216364,금성정밀, ,30,20170630,,,,
00146074,일동제관공업,"IL DONG CAN MFG.,LTD",25912,20170630,,,,
00244446,계림공업,"KYE LIM INDUSTRIAL CO., LTD",30,20170630,,,,
00267711,프로토자동차,"PROTOMOTORS Co.,Ltd",30121,20170630,,,,
00232292,금성정밀,KUMSUNG PRECISION CO.,31991,20170630,,,,
00368047,신일공업,Shinil industrial Co. Ltd,29229,20170630,,,,
00157654,한국브레이크공업,"HANKUK BRAKE CO., LTD.",30,20170630,,,,
00367765,성우메탈테크,SUNGWOO METALTECH,30,20170630,,,,
00215435,협신주물,"HYUP SHIN CAST-IRON CO.,LTD",24311,20170630,,,,
00368630,대연금속공업, ,30,20170630,,,,
00251215,협성중공업,"Hyup Sung Heavy Industries Co.,Ltd",291,20170630,,,,
00129970,새한공업,"NEW KOREA INDUSTRY CO.,LTD",259,20170630,,,,
00138710,아시아자동차공업,ASIA MOTORS,30110,20170630,,,,
00258449,세진정공,"Saejin Precision & industry Co., Ltd",30,20170630,,,,
00357643,에듀캠프,EDUCAMP,46453,20170630,,,,
00207427,모보전선공업,MOBO ELECTRIC LOERE IND co.ltd,28302,20170630,,,,
00107233,남선정공,"Namsun Precision Machinery Co., Ltd",25924,20170630,,,,
00408983,한양정공,"HANYANG PRE. IND. CO., LTD.",2629,20170630,,,,
00190464,삼부정공,SAMBOO PREOISION INDUSTRIAL CO.LTD,30,20170630,,,,
00234892,한국액슬,Korea axle Corp.,30,20170630,,,,
00329367,G.M.T신기술,Golbal Motors Technolocy K.T.C,30,20170630,,,,
00344296,코닌클린키필립스일렉트로닉스엔.브이.,Koninklijke Philips Electronics N.V.,28519,20170630,,,,
00209045,현대우주항공,"HYUNDAI SPACE & AIRCRAFT CO.,LTD.",30,20170630,,,,
00154107,태일정밀,"TAEIL MEDIA CO., LTD",26321,20170630,,,,
00135865,신동금속공업,"SHINDONG METAL CO., LTD",30,20170630,,,,
00237312,신아기공,"SHIN A CALORIZING CO.,LTD",2419,20170630,,,,
00240954,수산정공,SOOSAN MACH.CO.LTD,31201,20170630,,,,
00329145,구남메탈,"GUNAM METAL CO.,LTD.",46721,20170630,,,,
00234069,광덕금속공업,"KWANGDUCK METAL INDUSTRY CO., LTD.",30,20170630,,,,
00229669,한국콘트롤공업,KOREA CONTROL CO.LTD,29131,20170630,,,,
00189015,화천금형공업,HWA CHEON DiE CO.,25119,20170630,,,,
00131081,서울차체공업,Seoul Aoto Body Produots corp,30,20170630,,,,
00236678,원예공업,"WOENYE INDUSTRY CO.,LTD",25112,20170630,,,,
00299905,삼신정공,"SAM SHIN PRECISION & IND. CO., LTD.",30,20170630,,,,
00330983,송죽정밀,"songjuk precision co ltd,.",31322,20170630,,,,
00234485,동양차체,"Dong-Yang Autobody Co., Ltd.",30,20170630,,,,
00131346,서진공업,"SEOJIN INDUSTRY CO.,LTD.",25912,20170630,,,,
00105934,현대반도체,HYUNDAI MICROELECTRONICS,2612,20170630,,,,
00250331,한국전장,한국전장주식회사,30,20170630,,,,
00467612,베스트폴리머,"Bestpolymer, Inc",46739,20170630,,,,
00306250,에이.엘.인더스트리,Auto Light Industry,25994,20170630,,,,
00231099,성우정밀산업,"SUNG WOO PRECISION & INDUSTRIAL CO., LTD",28909,20170630,,,,
00145048,유창정밀강관,yuchang precision steel pipe co. ltd.,2413,20170630,,,,
00179054,동진단철공업,"DONG JIN STEEL FORCING IND CO.,LTD",25912,20170630,,,,
00376213,현대네트웍스,HYUNDAI NETWORKS INC.,26410,20170630,,,,
00201201,일신기계공업, ,29161,20170630,,,,
00241810,전성기공,"CHUN SUNG ENGINEERING Co., Ltd.",2511,20170630,,,,
00135661,신광기계공업,"Shin Kwang Machinery Co., Ltd.",29269,20170630,,,,
00319476,네오캠닷,neocam,4610,20170630,,,,
00238630,세광공업,"SEKWANG INDUSTRIES CO., LTD.",30,20170630,,,,
00663599,태전중공업,"TAEJEON HEAVY INDUSTRY CO., LTD.",31114,20170630,,,,
00620211,대한중공업,"DAEHAN HEAVY INDUSTRY CO., LTD.",31114,20170630,,,,
00365110,에스엘에스중공업,"SLS Heavy Industries Co., Ltd.",31201,20170630,,,,
00767123,한성중공업,"Han Sung Heavy Industries & Construction Co., Ltd.",31114,20170630,,,,
00943282,금천중공업,kumchen heavy industry,31114,20170630,,,,
00864532,명일중공업,"MYUNGIL HEAVY INDUSTRY CO.,LTD",31114,20170630,,,,
00658870,엔에스메탈,NS METAL CO..LTD,24221,20170630,,,,
00669487,서원중공업,SEOWEON HEAVY INDUSTRY COMPANY LIMITED,259,20170630,,,,
00626376,진세중공업,"JINSE HEAVY JNDUSTRIES CO,.LTD",3111,20170630,,,,
00560344,엠에스정밀,M S Precision,29142,20170630,,,,
00564915,오리엔트중공업,"MI BOO IN-TECH CO.,LTD",31114,20170630,,,,
00685157,에스비리모티브,"SB LiMotive Co.,Ltd.",28202,20170630,,,,
00480464,유청철강공업,yuchung steel industrial co.ltd,2922,20170630,,,,
00833514,대성샤링공업,DAESUNGSHEARING,24,20170630,,,,
00689393,세진정밀,"sejin precision industrial.co.,ltd",2591,20170630,,,,
00764658,동아중공업,"DONG-A HEAVY INDUSTRIES CO.,LTD",29119,20170630,,,,
00693855,태진중공업,"Taejin Engineering Co., Ltd",31114,20170630,,,,
00764199,태영정공,"TAEYOUNG PRECISION CO.,LTD.",25924,20170630,,,,
00943927,경원중공업,Kyungwon Heavyindustries,2918,20170630,,,,
00614760,나이스메탈,"nice metal co.,ltd",2432,20170630,,,,
00624475,호일정공,"HOIL PRECISION CO.,LTD",30,20170630,,,,
00570314,대성정밀공업,-,291,20170630,,,,
00867186,코스모메탈플러스,"TAM Co., Ltd.",259,20170630,,,,
00687182,자강와이어리스,ZAKANGWIRELESS Inc,26422,20170630,,,,
00654096,하네스글로벌,"HANES-GLOBAL CO.,LTD",2629,20170630,,,,
00696579,아이엔와이어리스홀딩스,INWirelessHolding,26429,20170630,,,,
00681656,아이엠공업,"INTERNATIONAL MACHINE INDUSTRY CO,.LTD",29169,20170630,,,,
00132433,성남전자공업,"SUNGNAM ELECTRONICS CO., LTD.",26600,20170630,,,,
00618270,닛샤코리아정밀사출,Nissha Korea High Precision Plastics Inc.,2642,20170630,,,,
00926692,금우기공,"KUMWOO MACHINERY CO.,LTD.",303,20170630,,,,
00921697,신한기공,"SHIN HAN MACHINERY & CONSTRUCTION CO.,LTD",29162,20170630,,,,
00671172,이화중공업,"EHWA TEC CO., LTD",3020,20170630,,,,
00915599,선진특수공업,"SJ SPECISL IND.CO.,LTD",2511,20170630,,,,
00585158,삼동기공,"SAM DONG ENG. Co., LTD",2511,20170630,,,,
00161824,한성공업,"hansung inoustrial.co.,ltd",2512,20170630,,,,
00836955,코리아레어메탈,KOREA REAR METAL LTD.,46791,20170630,,,,
00627463,신우조선해양공업,"SHINWOO SHIPBUILDING & OFFSHORE CO., LTD",3111,20170630,,,,
00255974,용성전장,"YONGSUNG ELECTRO DEVICES MFG CO.,LTD",2629,20170630,,,,
00585325,하이메탈트레이딩,"Hi Metal Trading Co.,Ltd",46721,20170630,,,,
00667452,씨앤아이기계공업,"CNI MACHINERY IND. Co., Ltd",29169,20170630,,,,
00836900,에스씨기공," SC MACHINERY INDUSTRIES CO., LTD.",31114,20170630,,,,
00688792,오디캠프,"OD CAMP Co., Ltd.",46103,20170630,,,,
00912839,버텍스와이어리스,"Vertex Wireless Co.,Ltd",26429,20170630,,,,
00620877,광산정공,"Gwang San Precision & Engineering Co., Ltd.",2591,20170630,,,,
00838078,이엔에프중공업,ENF Co. Ltd.,28909,20170630,,,,
00257866,이튼오토모티브콘트롤스, ,46599,20170630,,,,
00404376,신일정공,"Shinil Precision Machinery Corp.,",30,20170630,,,,
00683043,메탈화학,"Metal Chemical co.,ltd",2421,20170630,,,,
00409283,신영중공업,SHIN YOUNG HEAVY INDUSTRY CO.,29229,20170630,,,,
00666462,원진중공업,"WOJIN HEAVY INDUSTRIES CO., LTD",292,20170630,,,,
00815183,석천오토모티브,sukcheon automotive,30,20170630,,,,
00128944,삼보모토스,"SAMBO MOTORS CO.,LTD",30,20170630,,,,
00680268,한영전기공업,"HanYoung Electronic Co., Ltd.",28,20170630,,,,
00187390,현대에프앤지,"HYUNDAI F&G Co., Ltd.",46102,20170630,,,,
00761040,세기정공,"segi precision industry co., ltd.",31114,20170630,,,,
00926744,모티브씨앤씨,MOTVCNC,26511,20170630,,,,
00338523,세광중공업,"SEKWANG Heavy Industries CO., LTD",3111,20170630,,,,
00548209,한종공업,HAN JONG IND.CO.,30,20170630,,,,
00205216,쌍용기계공업,SSANG YONG MACHINE .IND.Co.Ltd.,29269,20170630,,,,
00674027,콩스버그오토모티브,KONGSBERG AUTOMOTIVE LTD,30,20170630,,,,
00828390,미러스,MIRUS,46,20170630,,,,
00493778,신우메탈공업,"SHINWOO METAL INDUSTRIES CO., LTD.",29141,20170630,,,,
00526331,현대유비스,"TECHN ELECTRONICS-INDUSTRIES.CO.,LTD",26,20170630,,,,
00837103,대창기계공업,"DAECHANG MACHINERY CO.,LTD.",29171,20170630,,,,
00405843,현대디스플레이테크놀로지,Hyundai Display Technology Inc.,26211,20170630,,,,
00360355,현대성형기,HYUNDAI PRECISION MOULDING MACHINERY CO.LTD,2922,20170630,,,,
00815590,한국닛불공업,-,291,20170630,,,,
00893844,제일단조공업,"JEIL FORGING CO., LTD",25912,20170630,,,,
00692546,성광정공,SUNGKWANG,25,20170630,,,,
00944485,코어메탈,"COREMETAL CO.,LTD.",25912,20170630,,,,
00767114,대경중공업,"Dae Kyeong Heavy Industries & Construction Co., Ltd.",31114,20170630,,,,
00546690,진산공업,"JINSAN INDUSTRY CO., LTD",2511,20170630,,,,
00864365,한국금속공업,"Korea Metal Industry Co,. Ltd.",2629,20170630,,,,
00658418,오리엔탈중공업,"Oriental heavy industries Co.,Ltd",31114,20170630,,,,
00803531,고려중공업,korea heavy industries.ltd,3111,20170630,,,,
00763853,한창정공,"HANCHANG PRECISION CO., LTD",292,20170630,,,,
00295945,캠아이티,Chem Information Technology Corp.,2611,20170630,20240325,감사보고서 (2023.12),20240325000239,
00894542,부광하이메탈,BUKWANG HIGH METAL CO.LTD,29169,20170630,,,,
00664613,신원전자정밀,"SHINWON ELECTRONICS PRECISION CO., LTD",26,20170630,,,,
00671668,명신중공업,"MYUNG SHIN HEAVY INDUSTRIES Co., Ltd",29169,20170630,,,,
00669690,삼광정밀,"samkwang co.,ltd",303,20170630,,,,
00672807,어울림모터스,OULLIM MOTORS INC.,30,20170630,,,,
00768557,세코중공업,seko,3111,20170630,,,,
00768432,삼건중공업,"SAMKUN HEAVY INDUSTRY CO.,LTD.",292,20170630,,,,
00806468,삼융메탈,Samyung Metal Co.Ltd.,24191,20170630,,,,
00893279,삼경메탈,"SAMKYUNG METAL.CO.,LTD",2629,20170630,,,,
00818612,에스알중공업,"SR Heavy Industries Co,.Ltd.",24191,20170630,,,,
00203759,썬스타특수정밀,"SUNSTART PRECISION CO.,LTD.",29269,20170630,,,,
00877615,한백중공업,"HANBAEK HEAVY INDUSTRIES CO., LTD",29241,20170630,,,,
00854191,휴맥스오토인포테인먼트,"HUMAX Auto-Infotainment Co., Ltd.",26519,20170630,,,,
00875723,당진철구공업,"Dangjin Steel Structure Industries Co.,LTD",2511,20170630,,,,
00942618,양진정공,"YANGJINJK CO.,LTD",32,20170630,,,,
00637761,유진정밀,"Yujin Precision co., Ltd",30,20170630,,,,
00615680,성동기공,"SUNG DONG MACHINERY IND. CO., LTD",29169,20170630,,,,
00611082,큐노메탈테크놀로지스,"Qunno Metal Technologies, Inc.",24290,20170630,,,,
00919744,태양중공업,"TaeYang Heavy Industries co.,Ltd",31114,20170630,,,,
00813149,에스에이치중공업,"SH HEAVY INDUSTRY CO.,LTD.",25112,20170630,,,,
00891448,이화정공,IWHA.PRECISION,259,20170630,,,,
00979153,성창공업,SUNG CHANG CO.Ltd,24121,20170630,,,,
00765709,대양중공업,"Dae Yang Heavy Industry.co.,Ltd",24191,20170630,,,,
00611231,동해기공,"DONGHAE MACHINERY MANUFACTURING CO., LTD.",28909,20170630,,,,
00138950,현대메티아,HYUNDAI METIA,24311,20170630,,,,
00984243,항도공업,"HANG DO IND CO.,LTD.",2599,20170630,,,,
01030664,신영중공업,"Sinyoung Heavy Industry Co., Ltd.",2911,20170630,,,,
01036561,중앙정기,CENTROL MOTORS WHEEL,30,20170630,,,,
00826471,한국정공,"HANKUK ENGINEERING CO.LTD,",291,20170630,,,,
00941460,한빛정공,"HANBITPRECISION IND CO.,Ltd",25119,20170630,,,,
00762289,삼기오토모티브,"SAMKEE AUTOMOTIVE CO.,LTD",30,20170630,,,,
00985826,유한정밀,"YUHAN PRECISION CO.,LTD.",2629,20170630,,,,
00609218,신진중공업,"SHINJIN HEAVYINDUSTRIES CO., LTD",29119,20170630,,,,
00968379,에이치케이티베어링,HKT BEARIANGS LTD.,29141,20170630,20260413,감사보고서 (2025.12),20260413002758,
00872197,티엠에스중공업,TMS,29169,20170630,,,,
00763419,마이스코기공,"mysco machinany co.,ltd",2591,20170630,,,,
00944582,현대커민스엔진,Hyndai Cummins Engine Company,30110,20170630,,,,
00992905,엘에스캐스팅,"Ls casting co.,lte",24,20170630,,,,
00564960,지엔씨중공업,"G&C Heavy Industry Co., LTD.",29223,20170630,,,,
00151094,현대위스코,HYUNDAI WISCO,25912,20170630,,,,
00963170,세화다이캐스팅,"SE HWA DIE CASTING CO.,LTD",30,20170630,,,,
00614441,세웅중공업,"sewoong heavy industries co.,ltd",3020,20170630,,,,
00566791,오성단조공업,"O-SUNG FORGING IND CO.,LTD",25912,20170630,,,,
00603180,한국단조공업,"HANKOOK FORGING IND. DO.,LTD.",24121,20170630,,,,
00667805,동명중공업,"Dong Myung Heavy Industries Co.,Ltd",24131,20170630,,,,
01073049,태양정공,"TAEYANG PRECISION CO., LTD.",30,20170630,,,,
00692449,대신에이엔씨,Daeshin Automotive & Controls co.Ltd.,25,20170630,,,,
00577317,현대라이프보트,"HYUNDAI LIFEBOATS CO.,LTD",311,20170630,,,,
00535621,오토엠아이티,"AUTOMIT CO.,LTD.",29271,20170630,,,,
00577238,화성정밀,"HWASUNG.PRECISION CO.,LTD",30,20170630,,,,
00776361,삼협기공,"SamHyoup Industries Co.,ltd",2512,20170630,,,,
00608398,한얼공업,"HAN OUL TECHNICAL CO.,LTD.",2922,20170630,,,,
00840125,동아캐스팅,DONGA-A CASTING..LTD,24312,20170630,,,,
00817507,글로메탈,"Glometal Co., Ltd",2419,20170630,,,,
00809225,윙쉽중공업,Wingship Heavy Industries Corp.,31113,20170630,,,,
00564410,코막중공업,"KOMAC Co.,Ltd",29241,20170630,,,,
00577821,성신공업,SungShin Industry,30,20170630,,,,
00761712,우양쇼트공업,"WOOYANG SHOT INDUSTRY CO., LTD",2411,20170630,,,,
00433989,유성정밀,YOOSUNG PRECISION CO.Ltd.,29229,20170630,,,,
